INPUT:text	OUTPUT:category	CONFIDENCE:category	
Есть еще проблема с отсутствием квалифицированной рабочей силы ( имеется в виду менеджерский контингент ) и сокращением ее поступления из-за рубежа в новых условиях .	[4]	100.00%	
Никуда он не заходил , он на промысел шел .	[2]	100.00%	
"Как сообщил Александр Ролик , в отношении прежнего руководства "" Дальэнерго "" и "" ЛуТЭКа "" дела были прекращены в соответствии с процессуальным кодексом , поскольку предприятия согласились добровольно выплатить ущерб , нанесенный государству ."	[6]	99.99%	
Затем наступает лето с пышной зеленью и синими горами , жарой и обильными дождями .	[3]	100.00%	
Не хочу его обижать , но я не знаю : он сел против света и не показал мне лица .	[5]	100.00%	
И тогда , так и не дождавшись , он ушел в то последнее далеко , откуда уже нет возврата .	[4]	100.00%	
Я понимаю , когда вы накапливаете Фонд национального благосостояния и вкладываете его в качестве целевого капитала в Пенсионный фонд .	[3]	100.00%	
Скоро будет достигнута критическая точка в 35 - 40 % , и тогда худо всем : потребитель будет вынужден отказывать себе в продуктах , а отечественный производитель пострадает из-за снизившегося спроса на его продукцию .	[3]	100.00%	
Насколько я понимаю , в планах правительства перевести в автономные значительную часть бюджетных учреждений .	[4]	100.00%	
Идеальная интеллектуальная система сможет самостоятельно совершенствовать собственный дизайн и менять свою форму самыми разнообразными способами , например , добавляя недостающий материал в определенные части конструкции , изменяя химический состав отдельных узлов и т. д .	[6]	100.00%	
Я и мои коллеги изучаем , как влияет химический состав и структура металлов и сплавов на их свойства , а также как меняются структура и свойства при термической обработке или при других внешних воздействиях .	[6]	100.00%	
Правда , такие сравнения могут вводить в заблуждение : между жизнью финнов и критян есть и много других различий .	[5]	100.00%	
Нормальные люди способны описать гипотетическую ситуацию весьма красочно , в то время как больные ограничиваются несколькими скупыми и не связанными друг с другом подробностями .	[6]	100.00%	
Согласно этой договоренности , которая вступает в силу с момента подписания , Россия берет на себя обязательства выделить для миротворческих операций ООН четыре средних транспортных вертолета Ми-8 МТ и одну инженерно - саперную роту .	[7]	100.00%	
Мать , Валентина Игнатьевна , долго болела сердцем , с войной ее сердечная болезнь обострилась , и Лариса Васильевна проводила и мать и осталась совсем одна на белом свете .	[7]	100.00%	
Как сообщили в Минэнерго , предполагается , что на переговорах Касьянова с Родригесом стороны будут обсуждать перспективы продления на второй квартал решения России об ограничении добычи и экспорта нефти .	[6]	100.00%	
В ходе Крымской войны он поставляет в русскую армию свинец , серу и селитру .	[3]	100.00%	
Правда , и тогда , в 1992 году , диетологи знали , что некоторые типы жиров необходимы для здоровья и сокращают риск заболеваний сердца .	[6]	100.00%	
Так постепенно российское население сбивается с толку и ему внушается мысль о том , что внешнеполитическое признание вины не так уж и важно , а полная правда в этом деле никогда не будет известна .	[6]	100.00%	
Это относится не только к боевым действиям ВКС и Сил специальных операций , но и к информационному противоборству , гуманитарным операциям , взаимодействию с присутствующими в регионе военными из других стран , включая США .	[7]	100.00%	
Я метнулся в Минск при первой же возможности и сразу же пошел в свой дом , в свой двор .	[4]	100.00%	
Он наконец нашел и кремень , и кусок напильника , и шнур в патронной гильзе , вымокший в снегу .	[2]	100.00%	
"Во-вторых , Кремль , который получил лишнюю возможность обвинить "" киевскую хунту "" , как в отсутствии возможностей контроля за обеспечением безопасности граждан , так и в удушении свободы слова и провокации против Кремля ."	[6]	100.00%	
В 2005 году Уоррену и Маршаллу была присуждена Нобелевская премия по физиологии и медицине .	[3]	100.00%	
Мы не можем идти по пути Китая и конкурировать за счет дешевой рабочей силы , у нас и силы - то уже не осталось .	[4]	100.00%	
Постепенно уходят в прошлое времена , когда преподаватели в школах и высших учебных заведениях пользовались лишь доской и мелом .	[5]	100.00%	
Есть и нулевое чтение , существует согласование в правительстве .	[3]	100.00%	
В компании RJH Public Relations было , в свою очередь , объявлено , что графиня Уэссекская сложит с себя полномочия председателя и ее доля в компании будет снижена до доли владельцев небольших пакетов акций .	[5]	100.00%	
Критическая ситуация сложилась на основных магистралях Петропавловска - бушующий в южных районах Камчатки циклон , не дойдя до областного центра , тем не менее принес в город сильный снегопад .	[7]	100.00%	
И тоже ничего придумывать не надо : к твоим услугам - почтенная традиция европейского и отечественного атеизма и антиклерикализма .	[7]	100.00%	
Тогда же была утеряна в основном и сама имперская идея , получавшая импульс лишь в отдельные периоды итальянской истории .	[5]	100.00%	
Еще с ноября начинал он думать и загадывать , как и куда поедет на время своего будущего летнего отпуска .	[4]	100.00%	
Остается открытым вопрос , смогут ли обратить ситуацию в свою пользу МВД и входящая в его структуру миграционная служба .	[6]	100.00%	
Землетрясение и цунами 15 метров в Японии привело к аварии на атомной станции Фукусима ( 2011 г. ) , погибло 20 тысяч , радиация надолго заразила воду и почву .	[4]	99.99%	
Поэтому , сказал Христенко , заинтересованность России в стабильности цен на нефть в такой же степени означает заинтересованность России в стабилизации цен на газ .	[3]	100.00%	
"Там в результате "" самоуплотнения "" вместе с дедом и бабушкой поселилась многочисленная родня бабушки и дедушки , включая его отца и мать ( моих прадедушку и прабабушку ) ."	[6]	100.00%	
Подобные механизмы действуют во многих странах , но в России он , к сожалению , так и не создан .	[4]	100.00%	
Не на миллиметр в год , как обычно , а до метра в год !	[3]	100.00%	
Да и сегодня на территорию университета и в музей нельзя попасть без специального пропуска .	[2]	100.00%	
Производство чугуна и стали было налажено в непролазной чаще - так в те времена промышленники пытались уходить от налогов .	[5]	100.00%	
Руководящие работники Минавиапрома и Первомайского райкома КПСС города Москвы , участвовавшие в совещании , не предотвратили это грубое нарушение постановлений партии и правительства о борьбе с пьянством и алкоголизмом .	[6]	100.00%	
Чисто физиологические методы становились явно недостаточными для контроля , количественной оценки , обеспечения и прогнозирования уровня общей и профессиональной работоспособности космонавта в длительном полете .	[6]	100.00%	
Только в результате бомбардировок 23 августа в городе погибло не менее 71 000 человек .	[2]	100.00%	
Жена вдруг приникла к нему , когда он не ждал , и он растаял .	[2]	100.00%	
Потому что , подумал он , есть минуты в жизни , когда человек не может думать о страшном и не верит в существование зла .	[6]	100.00%	
"Потому я и - копия "" Меншикова в Березове "" , что тоже в шубе , в изоляции , в избе , хоть эта изба и отличается от той прогрессом цивилизации , гордостью человечества ."	[7]	100.00%	
Наконец , я рекомендовал не сдавать вещи в раздевалку .	[2]	100.00%	
"Она заверила , что "" вопрос повышения пенсионного возраста в настоящее время в правительстве не рассматривается ни в каком виде , ни в одном проектном документе его нет "" ."	[4]	100.00%	
Каждый человек воспринимает и выражает боль очень индивидуально , да и чувствительность к боли у различных людей не одинакова .	[3]	100.00%	
Как я могу быть и там , и здесь ?	[2]	100.00%	
Таким образом , Молотилов первым в нашей стране разработал и начал использовать методику ультразвуковой транскраниальной доплерографии в медицинской практике .	[7]	100.00%	
Евгений Гонтмахер начал сразу же критически и заявил , что реформа образования не разрушила до конца то зло и традиционализм в школах и вузах , ради которых она затевалась .	[6]	100.00%	
Страдают от этого не только сами юноши и девушки , но и интересы развивающейся российской экономики , ведь она остро нуждается в высококвалифицированных кадрах .	[5]	100.00%	
Возросла доля тех , кто готов рисковать ради того , чтобы много работать и прилично зарабатывать , - с 28 % в 1994 году до 34 % в 2008-м .	[4]	100.00%	
Информационная служба центра будет предоставлять бесплатные консультации по всем аспектам жизни в Великобритании и возможностям образования в этой стране .	[2]	100.00%	
Это Сталин хорошо понимал и до , и в ходе , и после войны .	[1]	100.00%	
Он означает такое поведение человечества и каждого человека в отдельности , которое способно обеспечить совместное развитие биосферы и человечества .	[6]	100.00%	
Мне кажется , в кино есть одна только фигура , которая существует как-то очень основательно и в достаточной степени независима - это Ингмар Бергман .	[6]	100.00%	
В Барнауле собирают большегрузные МАЗы в 25 , 75 и 110 тонн из белорусских запчастей - кто мешает наладить их производство в соседних регионах ?	[6]	100.00%	
Мы можем и должны консолидировать усилия всех союзных республик и других национально - государственных образований в деле перестройки межнациональных отношений в рамках советской федерации , на гуманной демократической основе .	[7]	100.00%	
"Они очень "" разборчивы "" , за счет чего и регулируют количество и ассортимент поступающих в живую клетку веществ ."	[3]	99.99%	
Двое так и сказали - не умею я считать .	[1]	100.00%	
Затем описания и изображения следует воспроизвести в больших количествах .	[3]	100.00%	
Это ни в коей мере не указывало на его ( не вижу , мол , достойного собеседника ) заносчивость , потому что Ф. находил возможность разговаривать и с другими .	[4]	100.00%	
Можете дальнейшее не записывать , - обратился он к секретарю , хотя тот и так ничего не записывал , и продолжал говорить арестанту : - В какой-нибудь из греческих книг ты прочел об этом ?	[6]	100.00%	
Наш ВВП в 2004 году все еще не достиг уровня 1990 года ( хотя экономика шестой год подряд , начиная с 1999-го , развивается весьма высокими темпами , приращивая 6,7 % в год ) .	[7]	100.00%	
Мы исправно выгребали из всех щелей банки , пустые бутылки , строительный и бытовой хлам , распихивали эту красоту по мешкам и грузили в специально заказанные в Иркутске грузовики .	[3]	100.00%	
Потом - _ _ _ в Африке и Европе .	[1]	100.00%	
"В итоге с каждым днем в России плодятся "" академики "" , не имеющие не только ученой степени и высшего образования , но и элементарных познаний в профильных областях ."	[6]	100.00%	
Что может быть объективнее и безусловнее Бога для верующих ?	[1]	100.00%	
Реальная комфортность и безопасность жизни в бывших соцстранах ниже , и по принятому отношению к ценности человеческой жизни эти страны отстают от других обследованных .	[6]	100.00%	
Питер был европейский город ; когда в блокаду все его привилегии рухнули , стало ясно , что куда лучше было бы переносить блокаду в старые времена , а еще лучше - _ в пещерные .	[5]	100.00%	
Процесс дальнейшего превращения в колеса происходит в несколько этапов .	[3]	100.00%	
"Что же касается дальнейшей судьбы министра , то заместитель директора Центра политических технологий Дмитрий Орлов считает , что Михаил Касьянов не будет действовать в этой ситуации , "" как в случае с Наздратенко "" ."	[7]	100.00%	
Формально они есть и сейчас , но ввести их можно только после долгого обсуждения , и словами , как правило , все и заканчивается .	[4]	100.00%	
Наряду с обновлением экономической , социальной и духовной сфер жизни общества , выборы - и своей неординарностью , и невиданным размахом политической активности масс - органично дополняют весь облик перестройки , двигают ее вперед .	[6]	100.00%	
Татьяна лежала на боку , лицом в стену , и не замечала , что подушка становилась мокрой от слез .	[2]	100.00%	
Так бы и погибла , если бы не маленький комарик и его маленький фонарик …	[2]	100.00%	
Самая большая подлость заключалась в том , что делалось это втихую , и многие евреи , особенно из провинции , просто не верили , что такое возможно в самой справедливой в мире советской стране .	[5]	100.00%	
"Он был социал-демократом и оставался до какой-то степени в плену социалистических доктрин в области наказания : объяснял причины преступлений условиями среды и создал в городе Дармштадт недалеко от Франкфурта "" тюрьму открытого типа "" ."	[7]	100.00%	
Вот на этой грани - между принятыми нормами и закономерными тенденциями - и балансируем .	[4]	100.00%	
"Однако успех "" третьей колонны "" был бы возможен лишь при условии , если бы она была последовательно оппозиционной и , демонстрируя свое отличие от КПРФ и националистов , не конфликтовала бы с компартией ."	[5]	100.00%	
Необходимо объяснять людям , что власть , лишающая свой народ права через институт выборов влиять на собственную жизнь и на жизнь страны в целом , автоматически оказывается вне закона .	[7]	100.00%	
Страдания , героизм и тяжелые потери не остались бесплодными .	[2]	100.00%	
И связан он с тем , что разорваны все отношения между Россией и Европой , НАТО и Соединенными Штатами .	[3]	100.00%	
То есть мы уже не насекомые или грибы , не мухи , не комары и не червячки , которые публикуют свои стихи в заводских многотиражках или в районных газетах .	[4]	100.00%	
Дело в том , что Земля и Марс образовались в одно и то же время - около 4,6 миллиарда лет тому назад - из протопланетного облака подле молодого Солнца .	[5]	100.00%	
К тому же крахмал при переваривании быстро превращается в глюкозу , которая поступает в кровь и вызывает выброс инсулина .	[2]	100.00%	
Потому что хорошее должно быть и в виде приятного .	[1]	100.00%	
Мы просто понимали , в какой ситуации мы оказались и ради чего закон написан .	[3]	100.00%	
Однако позже выяснилось , что старение начинается не с седины и болей в суставах , а задолго до этого .	[4]	100.00%	
Поездки в Сестриер на соревнования по горным лыжам или в Сан-Сикарио на биатлон воспринимались как путешествие в другую страну .	[3]	100.00%	
По мнению государственного обвинителя , Струганов может быть доставлен в Москву в течение недели .	[3]	100.00%	
Его светочувствительная полупроводниковая матрица фиксирует прошедшие через точную оптику лучи света , данные уходят на Землю , обрабатываются компьютерами - и вот результат : подгнившие бревна и подтекающая крыша стали килобайтами на жестких дисках .	[7]	100.00%	
За последний год нагрузка и на фонд , и на сотрудников агентства серьезно возросла .	[1]	100.00%	
Может быть , даже - не только в ней .	[2]	100.00%	
Аккуратно вскрытый конверт и письмо лежали на краю стола .	[1]	100.00%	
Теперь это легкое дыхание снова рассеялось в мире , в этом облачном небе , в этом холодном весеннем ветре .	[5]	100.00%	
Книжки свои подарил всем , кто не смог от них отказаться , и теперь , на досуге , мог просто читать стихи Басё , Иссы и Бусона , не открывая при этом никаких гештальтов .	[5]	100.00%	
Там его отлично подготовили к жизни : и не пил , и не курил , и учился старательно , и спортом увлекся ( велосипед , лыжи , коньки ) .	[3]	100.00%	
Печатать стихи на машинке - это вам не писать их от руки в тетрадку .	[3]	100.00%	
Да и дается она далеко не каждому , сколько ни учись и ни плати .	[3]	100.00%	
"Программа и ее разработчик , молодой новозеландец Стивен Ригелус , были отмечены в этом году на "" Оскаре "" - благодаря этой работе батальные сцены в кино изменились радикально ."	[6]	100.00%	
Проблемы в классно - урочной системе возникают не только у слабых учеников , не успевающих за общим темпом , но и у сильных , естественное любопытство которых угасает от слишком медленного и скучного преподавания .	[6]	100.00%	
"Мама оставалась на "" елагинской "" службе и зимой ."	[4]	100.00%	
Наличие в конструкции двух стволов позволяет оперативно реагировать на изменение ситуации и быстро производить перенацеливание или использование различных по назначению зарядов на разных дистанциях .	[6]	100.00%	
Поворот к новой городской политике и к новой городской модели был неизбежен и начался уже на излете яковлевской эпохи .	[4]	100.00%	
"Десятая торжественная церемония вручения премии кинокритики и кинопрессы "" Золотой овен "" состоялась в воскресенье в Центре российского кино ."	[3]	100.00%	
Она встала с колен и его подняла за собой .	[2]	100.00%	
О нем очень мало информации в прессе и интернете , его , в отличие от горных лыж и сноуборда , нельзя испытать на себе .	[5]	100.00%	
Японское консульство оказалось осаждено толпами евреев , поляков и латышей , и в этот момент СССР потребовал , чтобы все иностранные дипломаты покинули Литву .	[6]	100.00%	
Ученые установили , что эта разница в поведении сопровождается и разницей в активности FOXP2 .	[6]	100.00%	
Причем безотносительно к масштабам и доле рынка самих поставщиков и невзирая на то , что их деятельность чаще всего не ограничивается одним муниципальным районом .	[6]	100.00%	
Некоторые ушлые авторы кладут бумагу и карандаш рядом с кроватью в ожидании , как им кажется , сна , в котором будет некое просветление .	[7]	100.00%	
Выпивши , он сел за руль ( раньше он никогда этого не делал ) и попал в автомобильную аварию .	[3]	100.00%	
И когда в 1942 году Манделю пришлось вместе с женой и ребенком бежать из Венгрии , Костельянос , ставший к тому моменту генконсулом Сальвадора в Женеве , принял его на должность первого секретаря консульства .	[5]	100.00%	
Затем в течение 15 лет он медленно увеличивал квоту , пока не достигал планки - 1000 кусков в год .	[4]	100.00%	
В специализированных магазинах для моделистов можно приобрести и католический костел , и африканского верблюда , и даже фигурки мужчин и женщин в момент любви .	[7]	100.00%	
В лагерях , расположенных в районе Воропоново и Гумрака , из 3500 военнопленных остались в живых только 20 человек .	[4]	100.00%	
Глядя на то , как этаж за этажом подрастал этот монстр , я уже не сомневался в его происхождении .	[4]	100.00%	
Один человек с тяжелыми ожогами и травмами был доставлен в реанимацию , где скончался .	[2]	100.00%	
Мне , правда , и в голову не приходило , что их можно купить .	[3]	100.00%	
Так могло быть и в нашем случае , когда двор наполнен тысячей разгневанных мужчин .	[3]	100.00%	
Еще хуже с тренерами в Федерации лыжных гонок , которой уже пять лет руководит Владимир Логинов , друг Леонида Тягачева по работе в ОКР , до этого не имевший никакого отношения к лыжным гонкам .	[7]	100.00%	
Легенды гласят , что и все это правительство набирал Бурбулис , ему же присваивают лавры инициатора Беловежских соглашений о распаде СССР и даже считают главным творцом восхождения Ельцина на пост № 1 в России .	[7]	100.00%	
"Убедившись , что съемная реверсивная рукоятка на месте и повернута в положение "" вперед "" , ставим ручку контроллера в нулевое положение - это посередине , между "" ходом "" и "" тормозом "" ."	[7]	100.00%	
Потом есть правовое и другие управления администрации президента , где тоже сидят люди , которые реально беспокоятся о том , чтобы реакция и обскурантизм , по крайней мере в экономических решениях , не прошли .	[6]	100.00%	
Английские войска вторгаются в Ирак и свергают правительство Али-Гайлани .	[1]	100.00%	
В частности , в бюллетене рекомендуется немедленно эвакуировать людей от источника угрозы , ни в коем случае не пользоваться сотовыми телефонами и пейджерами поблизости .	[4]	100.00%	
Предмет очевиден : лояльность и поддержка в обмен на повышение финансирования и стабильность положения .	[3]	100.00%	
Новая идеология утешения проста и бесплодна : мы наследники истории столь славной , что и делать ничего не надо .	[5]	100.00%	
Добавлю , что сегодня производительность труда нефтяников - в 10 раз _ , а _ в сельском хозяйстве - в 10 - 13 раз ниже , чем в США .	[5]	100.00%	
Словом , еще в 2013 году рост инвестиций в России остановился , а в прошлом упал на 70 % .	[2]	100.00%	
Минэкономразвития это касается самым прямым образом : и министра , и ведомства в целом .	[5]	100.00%	
Я вытряхнул грибы из рубашки и надел ее на себя , безнадежно замаранную , приятно и остро пахучую от свинушек , и двинулся дальше .	[3]	100.00%	
Как установили социологи ВШЭ , производительность труда в современной России остается примерно на уровне СССР середины 1980-х годов , чуть превосходя ее ( в основном в частном секторе ) .	[4]	100.00%	
Несмотря на определенные правовые пробелы , в частности с до сих пор нерегламентированным процессом уничтожения контрафактной продукции , все же российское законодательство в сфере защиты прав интеллектуальной собственности в целом соответствует нормам международного права .	[7]	100.00%	
Если сеть поставок и коммуникаций служит организационной структурой и для компании , предлагающей компьютеры , и для компании , предлагающей футболки , - значит , специфичность современной экономики заключается отнюдь не в наукоемкости производства .	[6]	100.00%	
То самое повышение цен на углеводороды , которое переполнило Россию деньгами , внесло свой вклад в подорожание цен на продукты во всем мире и теперь ударило по российским гражданам .	[4]	100.00%	
Идея возможных столкновений планет и ПЧД далеко не нова .	[6]	100.00%	
Правила турнира могут предусматривать начало партии в один день , и продолжение ( доигрывание ) в один из последующих .	[4]	99.99%	
Неожиданно резким движением струйка метнулась в сторону и скрылась .	[1]	100.00%	
Итальянская полиция и карабинеры приведены в состояние повышенной готовности .	[2]	100.00%	
"Врете , подлецы : он и мал и мерзок - не так , как вы , - иначе "" ."	[7]	100.00%	
Странный посетитель после недолгого разговора удалился и больше в кабинете археолога уже не появлялся .	[2]	100.00%	
Как это происходило , он не помнил , сохранилось только одно воспоминание : он на берегу , почти голый - и сознание покинуло его .	[7]	100.00%	
Впрочем , в сформулированных на заседании правительства экономических ориентирах на 2020 год Николаев не видит ничего нереалистичного , в частности , что касается повышения производительности труда и доходов населения в заявленных в концепции рамках .	[6]	100.00%	
Я купался в ее быстрой и довольно теплой воде , я плавал в ней , и это было прекрасно , как полет во сне .	[2]	100.00%	
"В предыдущей статье речь шла о попытке возврата в 2000 г. , в сценарий "" Диктатура развития "" в формате бюрократической авторитарной модернизации , сопровождаемой некоторой оттепелью ( по сравнению с нынешним беспределом ) ."	[7]	100.00%	
"Небось разыскали его , завалящее такое дрянцо , в немытом стакане и обмерли от счастья - и ну толкаться , кричать "" Мое ! """	[7]	100.00%	
В-третьих , население страны поставлено в такое положение , когда ему приходится выбирать между бесчеловечностью террористов и бесчеловечностью власти - и большинство выбирает власть .	[6]	100.00%	
В 1991 - 2008 чемпионками мира ( с перерывами в 1996 - 1999 и 2004 - 2006 ) были , в основном , китаянки .	[3]	100.00%	
То есть сейчас действительно уже можно получать импульсы длительностью в сотни аттосекунд - скажем , 300 , 400 аттосекунд - ну и с помощью них изучать процессы , которые происходят тоже на этом масштабе .	[5]	100.00%	
"Да и понятия "" параолимпийский тренер "" в обыденной жизни не существует - таким тренерам негде тренировать , им не платят зарплату , нет денег на протезы и коляски ."	[7]	100.00%	
"Такое представление на длительное время затормозило развитие и эхоэнцефалографии , и УЗИ-диагностики в целом , поскольку детально "" рассмотреть "" все интересующие участки мозга через небольшое отверстие просто невозможно ."	[5]	100.00%	
В нынешней ситуации и авторы концепции , и независимые аналитики сходятся в том , что ЖКХ может приносить прибыль .	[4]	100.00%	
