INPUT:text	OUTPUT:category	CONFIDENCE:category	
"Острая конкуренция в борьбе за доступ в "" социальный лифт "" - это и нормальное , и ожидаемое явление ."	[4]	100.00%	
Я не верю в кровавый террор сверху в России .	[2]	100.00%	
"У нее было много предположений , которыми время от времени она со мной делилась : "" Папа попал в плен и пошел в партизаны ."	[6]	100.00%	
Что интересно - нет никаких разногласий и в политике .	[2]	100.00%	
Скажем , в таких экономиках , как американская и европейская , государство на 50 процентов финансирует расходы на науку .	[4]	100.00%	
"О первой он упоминает однажды и мимоходом как об известном , само собой разумеющемся и отнюдь не решающем факторе , второй же квалифицирует как проводимый "" пунктиром на периферии ( немецкого ) общества "" ."	[7]	100.00%	
Не получилось , и Ельцина стали топтать ногами с той же страстью , с какой еще недавно потрясали его портретами на митингах и демонстрациях .	[6]	100.00%	
Однако в российском законодательстве нет положения об этом звании , хотя в нашей стране есть немало городов и селений , где в годы Великой Отечественной войны 1941 - 1945 годов шли длительные кровопролитные сражения .	[7]	99.99%	
Как подчеркнул Волин , формирование такого рода консорциума инвесторов в пользу той или иной команды , претендующей на вещание на шестом телеканале , это дело самих предпринимателей и журналистов .	[7]	100.00%	
Он рискнул всем - и карьерой , и здоровьем .	[2]	100.00%	
"Оба устройства нашли применение в НИИ нейрохирургии и в службе "" Скорой помощи "" ."	[5]	100.00%	
В следующем послании Онищенко постарается учесть проколы и на агентурные данные уже не ссылается : анализ и только анализ .	[6]	100.00%	
В этом заключались его и сила , и слабость .	[2]	100.00%	
Да , оно сокращается , в том числе в связи с урезанием социальных программ .	[4]	100.00%	
"Секретарь партийного комитета завода "" Салют "" А. Г. Самаркин проявил беспринципность и угодничество , не пресекал нарушения партийной и государственной дисциплины , пьянство и корыстные злоупотребления руководителей предприятия ."	[7]	100.00%	
Министр по чрезвычайным ситуациям России Сергей Шойгу в среду вылетает в Краснодарский край , чтобы на месте оценить ситуацию с паводками и определить меры по защите населения от стихии .	[4]	100.00%	
Тут он вспоминал что-то новое , бледнел от ужаса и начинал заговариваться и забываться .	[5]	100.00%	
С тех пор труднопреодолимые и , в общем , малоприятные обстоятельства в моем сознании прочно связались с подземным миром .	[6]	100.00%	
Мне дали третью группу инвалидности и выпустили в жизнь .	[2]	100.00%	
"Там - работы художников , родившихся и получивших образование в бывших владениях Британии ; если чисто эстетски говорить о "" наследии "" колониализма , представленное в шестом разделе , - самое лучшее из возможных ."	[5]	100.00%	
"Во-вторых , надо реально вывести с Восточной Украины всех этих "" отпускников "" и то , на чем они "" в отпуск "" ездят ."	[7]	99.99%	
Воспользовавшись этим , 9 декабря 1940 года английские войска переходят в наступление в Египте , в январе занимают всю Киренаику и к февралю 1941 года выходят в район Эль-Агейла .	[7]	100.00%	
Три дня и три ночи Гарусов прожил в изоляторе .	[1]	100.00%	
Мало того , они не просто летают вдоль строгих линий , но уходят в землю и выходят из нее !	[4]	100.00%	
Когда в кислом растворе накопится около 0,5 г урана на литр , его перекачают на берег и подвергнут переработке .	[3]	100.00%	
"Лишая депутатов и чиновников возможности иметь зарубежные счета и недвижимость , он возвращает советскую ситуацию , тесно привязывая их к себе и выводя из-под "" тлетворного "" западного влияния ."	[7]	100.00%	
Глав законодательных собраний регионов , по его словам , познакомят с работой нижней палаты , в частности , законопроектами , которые будут обсуждаться в ходе весенней сессии в Госдуме .	[7]	100.00%	
Модель паровой машины и ракетный двигатель , наглядные пособия по конструированию машин и адаптивный мобильный робот - сапер , узлы самолета времен Великой отечественной войны и шлем пилота с устройством ночного видения последнего поколения .	[7]	100.00%	
Не красть туалетную бумагу в учреждениях и междугородных поездах .	[2]	100.00%	
Однако не их число и не величина территории определяют место страны и ее влияние .	[3]	100.00%	
На выборах в рейхстаг в марте 1933 года коммунисты получили 81 мандат , но не были допущены на заседания .	[3]	100.00%	
Скажем , в Татарии одно представление о татаро - монгольском иге и о присоединении Казани и Астрахани к Москве , а в Москве другое .	[4]	100.00%	
"Он выступит на конференции "" Экономика знаний и интеллекта ."	[1]	100.00%	
Никогда не был он так загружен и обременен делами , как в годы детства .	[3]	100.00%	
Дело в том , что в космонавтике совершался переход от кратковременных к длительным полетам .	[4]	100.00%	
Вечером в четверг глава МИД России прибыл в Москву .	[2]	100.00%	
Сейчас в правительстве есть несколько амбициозных , здравомыслящих чиновников , хотя они не всегда и свободны в своих действиях .	[4]	100.00%	
Особенностью автомобильной очереди было лишь то , что формировалась и поддерживалась она в течение целого года и состояла приблизительно из 1000 довольно крутых мужиков .	[6]	100.00%	
"То есть оно не про "" красоту "" и даже не про художественную технику , а про то , как общество думает , и - в данном случае - как оно видит собственное прошлое ."	[5]	99.99%	
Например , финский исследователь Аско Парпола считает , что в качестве писчего материала могла использоваться ткань и тексты на таком материале сохраниться не могли .	[6]	100.00%	
Какое было счастье , и еще , наверное , и не такое будет , только бы не было войны !	[7]	100.00%	
Ген преимущественно экспрессируется в области мозжечка и заднего мозга .	[5]	100.00%	
По всем экономическим показаниям и по тем суммам , которые заложены в бюджете на ЖКХ , теперь нужно повышать коммунальные тарифы в два раза .	[5]	99.99%	
И в тех или иных вариациях рядом депутатов он несколько раз уже вносился на утверждение в Госдуму , но …	[7]	100.00%	
Иными словами , французы теперь держат деньги в Бельгии , немцы - _ в Австрии , то есть там , где надежнее , где выше проценты и где банковские клерки не задают лишних вопросов .	[7]	100.00%	
Книги и рассказы об успехах Пруссии не требовали переводчика .	[1]	100.00%	
Провал российской сборной на Олимпиаде в Ванкувере вызвал широкий резонанс , а Лондон - 2012 , да и Сочи - 2014 не за горами .	[5]	100.00%	
Во вторник нефть снова резко упала в цене после заявления Ирака в понедельник вечером о предоставлении беспрепятственного доступа в страну инспекторам ООН по вооружению .	[7]	100.00%	
"Однако "" Крымский кризис "" и события вокруг Украины привели к тому , что Европейский Союз в целом и отдельные его государства пересмотрели основные направления сотрудничества Европы с Россией ."	[5]	100.00%	
Найденный младенец - мальчик , был в черном целлофановом пакете , укутан в маленькую тряпку и весь в крови .	[2]	100.00%	
Повреждений железнодорожному пути и контактной сети пожар не нанес .	[3]	100.00%	
У меня хватило сил отвечать на расспросы и даже войти с милиционерами в комнату .	[2]	100.00%	
Мне нельзя было позволить себе быть слабой и мягкой , иначе я бы не справилась с той ролью , которую учителя и мои соученики ( микровариант общества ) считали для меня естественной и почетной .	[7]	100.00%	
"Будто бы победу Бобовникова обеспечили не только вбросы на одних участках , но и "" выбросы "" на других , когда результаты по участкам , голосовавшим в основном за Новикова , просто были проигнорированы ."	[7]	100.00%	
Миша потрясен был всем происшедшим и в первые минуты плакал от жалости и испуга .	[3]	100.00%	
Наличие лазерного целеуказателя обеспечивает точность и оперативность прицеливания и поражения цели с первого выстрела .	[3]	100.00%	
Валютный курс при саддамовском режиме по разным сделкам и операциям отличался в тысячу раз .	[6]	100.00%	
Он был в номере и услышал где-то недалеко выстрелы .	[1]	99.99%	
Вопрос о достаточности фонда не стоит в повестке дня .	[2]	100.00%	
Да и вообще Новиков на этих выборах - фигура трагическая , что не может не вызвать сочувствия в избирателе .	[5]	100.00%	
Я не был готов возвратиться в Ленинград и согласился .	[1]	100.00%	
"Консультанты разделили рынок бизнес-образования на два сегмента : в первый вошли все государственные и негосударственные вузы РФ со специализацией "" экономика и управление "" ."	[5]	100.00%	
Местные правители и вожди - в западных нарядах , или с элементами западных нарядов .	[3]	100.00%	
У выводковых птиц ( гагарообразные , курообразные , гусеобразные и другие ) птенцы вылупляются зрячими , способными в первые же часы жизни передвигаться вслед за родителями и кормиться самостоятельно .	[7]	100.00%	
Тем временем английская армия перешла в наступление в Ливии .	[2]	100.00%	
В результате аварии пассажирского автобуса и грузовика на автотрассе A31 неподалеку от города Мец на северо-западе Франции погибли , по меньшей мере , семеро и ранены около 30 человек .	[4]	100.00%	
"По его словам , Всемирный экономический форум "" внимательно следит за тем , что делает правительство России , каких успехов оно добивается в своей деятельности и в реформах "" ."	[7]	100.00%	
И , выйдя на улицу утром в четверг , я вдруг почувствовал , что мне не хватает англичан с их песнями , речевками и шарфами , с их морской походкой и тремя словами по-русски .	[7]	100.00%	
"Они никогда не устают и не боятся огня "" ."	[1]	100.00%	
В идеале эти два компонента должны быть полностью согласованы друг с другом по типам помещаемой в них информации и по формальным языкам ее записи .	[6]	100.00%	
Я не вижу , кто , где и в каком подвале ее будет обрабатывать .	[3]	100.00%	
Пожалуй , самое благородное место в казино - концертный зал , где частенько проходят концерты местного оркестра средней руки , а раньше выступали и Лист , и Брамс , и Мендельсон , и Штраус .	[5]	100.00%	
Позднее он был доставлен в больницу для медицинского освидетельствования и был признан психически неуравновешенным .	[1]	100.00%	
"Ты не знаешь , что тебя ожидает за следующим поворотом галереи и что будет в конце многометрового колодца "" ."	[3]	100.00%	
"На допросе он заявил , "" что не имел понятия о прибытии Джорджа Буша , и менее всего предполагал , что перейдет границу именно в том месте , где позднее появится американский президент "" ."	[6]	100.00%	
Увидев меня в обновке , отец чуть не заплакал - я был похож на какой-то ядовитый стручок - и тут же отдал мне на пальто свой единственный выходной пиджак .	[5]	100.00%	
Руководство Чечни уже продемонстрировало свою несостоятельность и неспособность контролировать террористов и покончить с насилием .	[3]	100.00%	
И я , проживший этот день в эвакуации в Казани , прекрасно его помню .	[3]	100.00%	
"Дядя Вася жил у нас же , на Крестовском , но не в корпусах , а в одном из квартирных домов начала века , рядом со стадионом "" Динамо "" и моей будущей школой ."	[4]	100.00%	
"С таким наследием российская культура не может не быть в значительной степени "" социалистической "" и "" антикапиталистической "" ."	[6]	100.00%	
И не только выпивку и курение в старших классах .	[2]	100.00%	
Если несовершеннолетний достиг 16 лет и работает по трудовому договору или контракту , то с согласия родителей и одобрения органов опеки он признается полностью дееспособным со всеми вытекающими последствиями .	[5]	100.00%	
Мир , который придумала и описала Мариам Петросян , огромный , сложный , с внутренней иерархией и очень тонкой гранью между реальным и фантастическим .	[7]	100.00%	
Дней через шесть я сидел на занятиях в классе , когда приоткрылась дверь и надзиратель поманил меня к выходу .	[7]	100.00%	
"Значительная часть японской элиты стремилась превратить императора в безвластный "" символ нации "" , а в отношениях с Англией и США предпочитала идти на уступки ради поддержания мирных отношений ."	[5]	100.00%	
Мы не случайно давно предлагаем дать уполномоченным - как в центре , так и в регионах - формальные права на участие в судебных процессах .	[5]	100.00%	
По текущему курсу это примерно столько же , сколько в Польше ( член ЕС ) , и выше , чем в большинстве российских регионов .	[7]	100.00%	
Президенты РФ Владимир Путин , _ Таджикистана Эмомали Рахмонов и _ Афганистана Бурхануддин Раббани в ходе встречи в Душанбе подписали совместное заявление , в котором речь идет о путях политического решения ситуации в Афганистане .	[4]	100.00%	
То есть он родился ровно в то время , когда она вместе с мужем и его боевиками подбиралась к либерийской столице - к Монровии .	[5]	100.00%	
К примеру , экспериментальная Bluetooth - гарнитура , встроенная в зубной имплантат ( патент зарегистрирован в США ) , отлично справляется со своими обязанностями в качестве микрофона и динамика даже в условиях сильного шума .	[7]	100.00%	
Сделал добро и погордился - вот и нет добра .	[2]	100.00%	
Визит в Москву представителей Исламского движения сопротивления ( ХАМАС ) , победившего на выборах в Палестинской автономии , вызвал довольно сильные эмоции в мире .	[7]	99.99%	
И хотя на конференции в Локарно в 1925 году Германия подтвердила согласие с условиями Версальского договора , ее политический спектр смещался в сторону реваншизма .	[5]	100.00%	
Богатство торговых центров , находившихся на магистральных путях , в значительной степени строилось на так называемом штапельном праве , то есть праве останавливать проезжавшие суда , заставлять их разгружать товары и выставлять на продажу .	[7]	100.00%	
Шесть человек пострадали в крупном дорожно-транспортном происшествии в Москве .	[1]	100.00%	
Он юркнул в открытую черную пасть кинотеатра и оказался в узко - длинной грязной комнате в клубах наркотического дыма .	[3]	100.00%	
Полноценный и честно избранный парламент стране нужен , и он обязательно должен быть легитимным .	[7]	100.00%	
Так как я никогда в жизни не рисовал баранов , я повторил для него одну из двух старых картинок , которые я только и умею рисовать - удава снаружи .	[7]	100.00%	
Часто это был запрет на профессию и невозможность преподавать .	[2]	100.00%	
"Профессор Пермского госуниверситета Владимир Орлов выдвигает гипотезу , что в будущем на место рыночной стоимости придет некая "" информационная емкость продукта "" , определять которую будут уже не стихийно , а в плановом порядке ."	[6]	100.00%	
"Понятно , что на эти коммерчески созданные , попросту купленные объединения невозможно опереться в реальной работе , так же как нельзя и предъявить их никому за границей в качестве "" неоспоримого свидетельства демократии "" ."	[5]	100.00%	
Они карпов держали в аквариумах прямо в воде Тигра .	[3]	100.00%	
Кроме того , многие ветераны по традиции прибывают в канун Дня Победы в столицу , чтобы встретиться с однополчанами и принять участие в торжествах .	[5]	100.00%	
Поэтому лезть в воду в обычном снаряжении при температуре воды ниже +7°C не рекомендуется .	[2]	100.00%	
В 1966 году он умер в одиночестве и нищете .	[1]	100.00%	
Обратите внимание на эффектные и глубокие метафоры самого Пастернака .	[3]	100.00%	
У нас денег в избытке , и при этом жуткая нехватка инвестиций в стране .	[2]	100.00%	
По мере того как Горлум вместе с хоббитами Фродо и Сэмом продвигается по темной стране Мордор , он становится все более измученным и грязным .	[6]	100.00%	
Возникшее в России , скорее всего , напоминало ( в соответствии с периодизацией развития капитализма ) стадию монополистического капитализма ( господство финансового капитала и сращивание собственности с властью ) , сдобренную специфически российскими особенностями .	[7]	100.00%	
Президент Грузии Эдуард Шеварднадзе в понедельник в интервью национальному радио подтвердил , что склоняется к решению о продлении мандата российским миротворческим силам в Абхазии .	[5]	100.00%	
Втайне от своих боссов из МИ6 выдавал еврейским семьям визы в Палестину и Великобританию .	[3]	100.00%	
Если это ей удастся , то мы будем решать вторую задачу : объяснять избирателю на конкретных примерах из своего опыта , что выборы в нашей стране нечестны и незаконны , а власть не легитимна .	[7]	100.00%	
Компьютеры , как и автомобили в 1930-е , быстро становились массовым товаром , в котором воплотились самые высокие технологии .	[6]	100.00%	
Поступившие предложения изучаются и уже использованы в работе пленума .	[3]	100.00%	
Вот и определяем мы это самое качество , все больше глядя ученику в глаза .	[3]	100.00%	
Ну в этом месте можно вспомнить выборы 96 года , когда в Кремле испугались коммунистов и задействовали административный ресурс .	[5]	100.00%	
Президент России , как гарант Конституции , должен иметь силу , с помощью которой он сможет осуществлять эту гарантию и оперативно вмешиваться в случае нарушения закона тем , кого он назначил на должность судьи .	[5]	68.31%	
Церковь же поддерживает веру в чудеса всеми правдами и неправдами , причем _ неправдами очень часто и очень охотно .	[6]	100.00%	
Таких фестивалей в США проводится одиннадцать , и еще два - _ в Канаде .	[3]	100.00%	
Концентрация и тип примесей могут менять не только величину , но и знак электропроводности .	[3]	100.00%	
Растворенная в дождевых и грунтовых водах двуокись углерода в форме бикарбонатных ионов выносится с речным стоком в Мировой океан .	[7]	100.00%	
Сейчас он пишет критический отзыв о статье Рао и скоро пошлет письмо в Science .	[2]	100.00%	
Больше никто на это не способен , да никто и не обладает в настоящее время соответствующими полномочиями и возможностями .	[4]	100.00%	
Пишу и мечтаю : вот закончу , куплю билет и - _ в Минск .	[2]	100.00%	
Всё-таки , по идее , мы не частная лавочка , работающая для удовлетворения своих потребностей и душевного комфорта , и должны думать в первую очередь о нашей совокупной дееспособности и выходе от нашего труда .	[5]	100.00%	
Они и расстреляли 67-летнего депутата из пистолета с глушителем .	[1]	100.00%	
"Болельщиков не развлекают в отличных "" фанатских зонах "" , а держат в накопителях и отстойниках под открытым небом без еды , воды и туалета , как диких зверей ."	[6]	100.00%	
Скорость и количество поездов на линии меняется в зависимости от времени и дня недели .	[2]	100.00%	
Многие страшатся не суда и следствия , они боятся огласки и не хотят платить .	[3]	100.00%	
Вот и выходит , что на бумаге уровень безработицы в стране почти не повышается .	[4]	100.00%	
При этом правительство должно разработать систему ценообразования в этой сфере и ежегодные федеральные стандарты оплаты жилья и коммунальных услуг .	[6]	100.00%	
"Если раздробить кусок мела , то в таком случае все части , как бы они малы ни были , не изменятся в свойствах , а будут отличаться одна от другой только своей величиною "" ."	[7]	100.00%	
"Как сообщили в АО "" Омский аэропорт "" , новосибирский аэропорт "" Толмачево "" не смог принять прибывающий из Германии рейс номер 852 и самолет был направлен в Омск ."	[5]	100.00%	
Понюхав нашатыря , он пришел в себя , и тут уж Эмма Ашотовна взяла своего зятя под руку и повела через Садовую , по Спиридоновке , через Никитскую к дому , в Мерзляковский переулок .	[6]	99.99%	
На площадке я закричал и тут же потерял сознание .	[2]	100.00%	
Не использовать Цилиндры в состоянии алкогольного и наркотического опьянения .	[2]	100.00%	
"Известный американский журналист Кевин Келли недавно обобщил изменения , которые происходят в головах "" людей , ориентированных на экран "" , в сравнении с предыдущим традиционным поколением "" людей , ориентированных на книги "" ."	[7]	100.00%	
За период заточения в условиях острейшего массового стресса , переходящего в длительный многочасовой ( 57 часов ) хронический , вероятно , происходили истощение коры и мозгового слоя надпочечников , их атрофия , полное запустевание .	[7]	100.00%	
Кто-то верил , что он вовсе и не кровожаден , сам недоволен тем , что творится , да не в силах остановить распоясавшихся подручных .	[6]	100.00%	
Технология жидких мембран будет эффективна и в горнодобывающей промышленности .	[2]	100.00%	
Гражданский кодекс РФ по объему прав и обязанностей делит граждан на три возрастные категории по степени правовой дееспособности : от 6 до 14 лет , от 14 до 18 лет и старше 18 лет .	[3]	100.00%	
Однако думаю , что она может быть и выше .	[3]	100.00%	
Выпускники не очень высоко оценили и полезность установленных в школе связей - 5,69 баллов .	[5]	100.00%	
После ввода на территорию Прибалтики дополнительных частей Красной Армии , в середине июля 1940 года в Эстонии , Латвии и Литве в условиях значительного советского военного присутствия проводятся безальтернативные выборы в верховные органы власти .	[7]	100.00%	
Да , это не 3D , не компьютерная графика и даже не классический мультфильм .	[1]	100.00%	
Старинные виллы с кариатидами и овальными окнами , с коваными балконами и террасами , в основном в три этажа .	[6]	100.00%	
Конечно , среди покидающих город было много евреев , хотя немало их и осталось , но в основном все же бежали коммунисты и интеллигенция .	[5]	100.00%	
Именно с этим связано беспокойство представителей журналистского университетского образовательного цеха , которые активно выступают со своими оценками и предложениями в профессиональной и общественно-политической печати .	[5]	100.00%	
Однако на этапе практической реализации нанотехнологий пора забыть об этих мифах и перестать повторять их из статьи в статью , из книги в книгу .	[5]	100.00%	
Чай был к тому времени широко известен в Персии , поэтому не представлял интереса для автора , сходным образом он не упоминается в арабских и персидских описаниях того времени .	[7]	100.00%	
Котлеты были большие , честные , начиненные чесноком и травами и исполнены с таким искусством , как будто им предстояла долгая и счастливая жизнь .	[4]	100.00%	
Число ресурсов в Сети стало расти в геометрической прогрессии .	[2]	100.00%	
"Другие историки не связывают сборы с политической обстановкой и объясняют их переподготовкой состава "" в духе современных требований "" ."	[7]	100.00%	
Дзержинский попросил дедушку выйти в приемную и подождать там .	[2]	100.00%	
Культура языковых взаимоотношений в наших национальных республиках , развитие языков коренных национальностей и национальных меньшинств , обучение языкам народов СССР и русскому языку как средству межнационального общения - круг этих вопросов глубоко волнует читателей .	[7]	100.00%	
"Они выступают против архаичной религии , смешивания церкви и государства , против клерикализации и "" возврата в средневековье "" ."	[6]	100.00%	
"Небольшая , но представительная книжная ярмарка в городской библиотеке , в ней же встречи с писателями , "" Музейная ночь "" в местном музее ."	[5]	100.00%	
По нескольку раз в день , даже в самых нищих поселениях , люди выметают дочиста свои дворы и улицы .	[3]	100.00%	
"Характеристики солитонов при этом постоянно менялись , и к концу сеанса "" чтения "" они впитывали в себя программы синтеза белков и построения живого организма в пространстве и времени ."	[5]	100.00%	
Телефонами мы пользуемся помногу , в течение долгих месяцев , а то и лет .	[3]	100.00%	
Конкурентная оплата для преподавателя вуза в Москве сейчас 2 - 3 тысячи долларов в месяц , в Петербурге - 1,5 - 2,5 тысяч долларов , в регионах России - не меньше 1,5 тысяч долларов .	[6]	100.00%	
Главное , чтобы пункт назначения всегда был в голове и чтобы всегда было понимание того , что ты делаешь и зачем ты это делаешь .	[5]	100.00%	
Не факт ведь , что сознание и отдельного человека , и общества в целом выстоит против данного инфернального отклонения .	[7]	93.43%	
