fragment,textbook-assigned cefr level
"Сегодня люди не проверяют себя: если пропущенная буква или запятая не мешают понять сообщение, то и ладно. Надо сказать, что люди в целом стали относиться к ошибкам проще.",3
"Самый важный момент открытия Олимпийских игр — это момент, когда спортсмен приносит Олимпийский огонь на стадион, где проводятся игры.",3
"Обычно под ёлку Дед Мороз кладёт подарки, поэтому дети особенно любят этот праздник. Они ждут не только Деда Мороза, но и его внучку Снегурочку, которая также дарит детям подарки.",3
"В памяти каждого человека хранятся его опыт, семейные и культурные традиции. Мы часто жалуемся на память и думаем, что забываем важные вещи. Но на самом деле это не так.",3
"Новый Год — праздник скорее светский, чем религиозный, поэтому его встречают в кругу друзей, среди людей, близких по интересам. Ни один праздник не ждут с таким нетерпением, как Новый год.",3
"Праздник будет продолжаться долго: с вечера 31 декабря до утра 1 января. Вы увидите на столе много разных блюд, услышите от друзей пожелания счастья, здоровья, успехов в делах.",3
Красный круг на флаге Японии символизирует солнце. Страна пирамид — в Египте находится одно из семи чудес света — это Египетские пирамиды. Именно поэтому так называют эту страну.,3
"200 миллионов лет назад на месте этих столбов были горы. Дождь, снег, ветер, мороз и жара разрушали их. Столбы выветривания — это то, что осталось от древних гор.",3
"На этот обед А. П. Чехов пригласил всех артистов, работавших в Художественном театре, и родственников Ольги Книппер.",3
"Он написал в Твиттере, что уже в конце 2021 года этот спутниковый интернет будет в каждой стране мира.",3
"Пасху отмечают в первое воскресенье после весеннего полнолуния, между 4 апреля и 8 мая. Каждый год дату Пасхи вычисляют специально.",3
"Одно из старейших предприятий столицы — кондитерская фабрика «Красный Октябрь». Продукцию, которую выпускает эта фабрика, знает и любит вся Россия.",3
"Земля такая маленькая и красивая! Люди должны беречь её», — сказал Конюхов после возвращения на землю. Фёдору Конюхову уже много лет, но он мечтает совершить ещё несколько необычных путешествий.",3
"Отходы попадают в растения и воду, а далее — в организм человека, что часто становится причиной различных тяжёлых заболеваний и даже смертей.",3
"А один знакомый писатель рассказал мне, как в 1976 году он поступал в московский Литературный институт и должен был пройти специальное интервью.",3
"С того времени несёт она свои воды в Енисей. А камень, который бросил Байкал, и сейчас стоит на том же месте.",3
"Имя Эзопа известно во всём мире. Эзоп — древнегреческий баснописец и мыслитель, живший в VI веке до нашей эры. Эзоп был рабом.",3
"Около стены вырыли глубокий длинный ров и пустили туда воду из Москвы-реки, чтобы враги не могли близко подойти к Кремлёвской стене.",3
"Билет на такой поезд стоит недешево, но, как говорится, время дороже денег. Москвичи по-прежнему ездят на метро и гордятся им. Ежедневно тысячи людей пользуются этим видом транспорта.",3
"Друг с другом мы говорим в основном по-английски. Аня владеет итальянским (её русский акцент очень красивый) и понимает мой родной язык гораздо лучше, чем я — её.",3
"В интернет-эпоху встал принципиальный вопрос: либо ты пишешь, но делаешь ошибки (большинство даже грамотных людей всё-таки ошибаются), либо ты продолжаешь стыдиться, но ничего не пишешь.",3
"«У него есть семья, есть дорогие ему люди, и мы всегда будем рядом», — сказала жена Алексея перед его возвращением.",3
"Иногда он принимает душ, но чаще он предпочитает мыться вечером. После водных процедур он одевается, причёсывается и завтракает.",3
"Сейчас Илья Глазунов не только известный художник, но и ректор Российской Академии живописи, которую он основал 15 лет назад.",3
"Программа умеет определять, какая песня играет в данный момент: достаточно поднести телефон к источнику звука всего на пару секунд.",3
"Через неделю вылетели в Москву. В аэропорту Соколова провожали родственники, радовавшиеся, что старик надолго улетает. В России сели на корабль, плывший по реке Волге. Сначала всё было хорошо.",3
"Чтобы понять балет лучше, можно прочитать либретто — описание сюжета спектакля. Его можно найти в программе балета (которую предлагают купить перед началом спектакля) или на сайте театра.",3
"В старших классах я выбрал спецкурс о советском кинематографе, в результате чего у меня возникло желание выучить русский язык. Но такого предмета в школе не было.",3
"Блоги и социальные сети повлияли не только на общение в самом интернете, но и на состояние русского языка в целом.",3
Владимир Харитонов 9 мая — День Победы в Великой Отечественной войне — один из самых значительных праздников в России. Этот праздник люди привыкли встречать все вместе на улицах и площадях.,3
Ещё в институте Екатерина вышла замуж за своего однокурсника и после окончания вуза вместе с мужем уехала в Индию. В течение десяти лет Екатерина Рождественская была домохозяйкой.,3
"В музее посетители могут познакомиться с московской школой живописи конца XV века, с известными во всём мире русскими иконами.",3
"Сегодня количество тех, кто увлекается катанием на роликах, значительно выросло. Каждый пятый житель большого города приобрёл себе дорогие ботинки.",3
"«Российское общество, несмотря на активную пропаганду идей феминизма, продолжает в значительной мере оставаться консервативным и патриархальным», — считает наш эксперт.",3
"Но он мне не всегда идёт, поэтому я редко ношу одежду зелёного цвета. Мой муж не знал этого и однажды привёз мне из Италии шикарное платье зелёного цвета.",3
"Фанаты сначала надевали их только на матчи, чтобы поддержать любимую команду, а потом всё чаще стали носить и в обычной жизни, так как в бейсболке было очень комфортно.",3
"Потом приходит с работы муж, я кормлю его. Он что-то рассказывает о работе, но часто у меня уже нет сил его слушать. И так каждый день. Это невыносимо.",3
"Как вы видите, многие экологические советы имеют свои плюсы и минусы, здесь нет единственного правильного ответа. Но не стоит паниковать.",3
"В своих поездках ведущий знакомится с представителями самых необычных профессий, малочисленных народов, продолжателей древних ремёсел, а также с простыми людьми.",3
С конца 90-х годов я стал работать в разных журналах и газетах. Мои драмы много раз были поставлены на сцене.,3
"После развода Семён твёрдо решил, что на карьеристке он никогда не женится. Его новая супруга Вероника — санитарка в больнице. «Она зарабатывает совсем немного. Но я этому рад».",3
"Я родился 1-го декабря 1873 года в Москве. Я учился сначала в частных гимназиях Москвы, потом в Московском Университете, на историко-филологическом факультете. Я окончил университет в 1899 году.",3
"В Новосибирске благотворительный фонд «Варежка» находит каждому бездомному животному куратора, который оплачивает ему передержку – дом на время поиска хозяев.",3
"К России присоединились новые земли, был получен выход в Балтийское море. В октябре 1721 года Пётр Великий принял титул императора.",3
Особые отношения в своей семье Булгаков позже описал в своих произведениях: романе «Белая гвардия» и драме «Дни Турбиных» (9). Все дети в семье Булгаковых выросли хорошими и честными людьми.,3
"Многие жители России теперь считают первое мая весенним выходным днём, когда можно просто встретиться с друзьями на природе.",3
"Его самыми любимыми блинами были «розовые» блины, которые выпекали с добавлением свёклы. И, конечно, великий поэт начинал свой день с кофе. В те времена этот напиток назывался «кофий».",3
"Все мои друзья пользуются соцсетями. Бывает, что в компании обсуждают какое-нибудь видео, которое уже собрало тысячи лайков, только я сижу и не понимаю, о чём речь.",3
"Соедините событие и эмоции! Если вы спросите своего друга, что он делал на занятиях месяц назад, он ничего не вспомнит.",3
"Развод — это всегда психологическая травма. Но несмотря на серьёзные проблемы, которые появляются после развода, психологи считают, что это не трагедия, а возможность изменить свою жизнь к лучшему.",3
"Развитие интернета вещей и «умных» гаджетов меняет наше представление о возможностях медицины. Портативные решения для диагностики дают возможность превратить любой смартфон или планшет, например, в аппарат УЗИ.",3
"Ведущие смогли увлекательно рассказать обо всём, что они узнали, увидели, попробовали и о том, на чём и куда ездили.",3
"Одни ведут блог для развития бизнеса, другие — о своём любимом деле, а кто-то делится там личными историями и впечатлениями.",3
"Например, в Швеции более 300 000 (трёхсот тысяч) человек носят фамилию Карлсон. Пол страны с одной фамилией. 40% вьетнамцев носят фамилию Нгуен.",3
"А мужчины-пилоты за красоту, смелость и профессионализм называли юных лётчиц ночными ласточками. Один французский офицер сказал, что хотел бы подарить все цветы мира таким прекрасным лётчицам.",3
"Под музыку парусник проходит по Неве, и его приветствуют тысячи людей на набережных, на мостах, на балконах и крышах домов. У петербургских «Алых парусов» есть неофициальный гимн.",3
"Эта методика популярна в тёплых странах, где много собак, которые живут на улице: Бангладеш, Румыния, Греция, Таиланд, Индонезия, Индия.",3
"Свободное время дома мы можем проводить как хотим: играть в новую компьютерную игру, читать книги, рисовать, готовить, заниматься музыкой.",3
"Всё равно будут тратиться ресурсы, выделяться выхлопные газы, засоряться водоёмы — а после всё это будет годами лежать на свалке.",3
"Уже из этих слов становится понятно, почему многие помещики называли свои усадьбы «раем». «Новоспасское — рай земной», — писал М. И. Глинка о своём имении. Значение усадеб для России огромно.",3
"Потом появились на свет Вера, Надежда, Варвара, Николай, Иван. Самая младшая сестра Елена родилась в 1902 году (2). В доме Булгаковых действовал определённый порядок: дети слушались родителей, помогали друг другу.",3
"Деньги позволяют чувствовать себя более уверенно и комфортно, но накопление денег точно не делает человека счастливее. Это установлено в результате медицинских наблюдений. Семья? Делает ли она человека счастливее?",3
"Новые современные поезда ездят со скоростью 200 и более километров в час, поэтому они легко могут конкурировать с автомобилями и самолётами.",3
Большой театр — один из самых известных в мире. Здесь можно послушать оперу или посмотреть балет. Малый театр — это драматический театр.,3
"В первые годы войны шестнадцатилетний Лев Канаев работал на военном заводе, делал оружие для фронта. Его рабочий день длился 12 часов.",3
"Известно, что в озере имеется 600 видов растений и 1200 видов животных, из них 75 % встречается только здесь, в Байкале. Байкал — озеро-загадка.",3
"В 1940 году Московскому университету было присвоено имя Михаила Васильевича Ломоносова. Московский университет начинался с 3 (трёх) факультетов, на которых учились 30 студентов.",3
"Будущее планеты в наших руках. Научно-технический прогресс поставил перед человечеством много сложных проблем, с которыми раньше оно никогда не встречалось.",3
"Там вы сможете попробовать сыры и другие блюда итальянской кухни, приготовленные из продуктов, производимых на ферме. Остановиться можно в гостинице с приятным интерьером, выполненным в итальянском стиле.",3
"Это крупный игрок, его нельзя игнорировать. Но, с другой стороны, если у человека ничего не получается, это значит, что он ещё просто не нашёл свою дорогу в жизни.",3
"Каждый день я вожу вас на рынок, в магазин, в школу и в университет. В школу мы отвозим ваших детей.",3
"Известный московский журналист В. Гиляровский писал, что никогда московские улицы не были так шумны и веселы, как в этот день. Это действительно был шумный и очень весёлый праздник.",3
"Туда смогут приезжать семьи с детьми для воспитания «правильного отношения» к животным и живому миру. Центр рассчитан на 500 животных, которых будут лечить и которым будут помогать социализироваться.",3
"Куршская коса — это лучшее место для тех, кто любит природу. Она находится недалеко от Калининграда. Там есть выход к морю и песчаные дюны.",3
"Согласно первой версии, на территории современной Германии раньше жили разные племена (МЬе), такие как алеманны, бавары, франки, саксы, лангобарды, маркоманы, готы, неметы, швабы и другие.",3
"Там он познакомился с девушкой по имени Кончита, которой было 16 лет. Резанов и Кончита полюбили друг друга и решили пожениться.",3
"Ирине было двадцать лет, и она была очень красивой. Ирина закончила женскую школу молочного хозяйства.",3
"В эти 2,5 часа царь мог принять кого-то из министров. В 20 часов начинался обед, который продолжался около часа. Обычно на обеде присутствовали только взрослые.",3
"Общее число тех, кто посмотрел дома хотя бы одну минуту телевизионных трансляций, достигло 3,262 миллиарда человек.",3
"На этих чтениях выступают с докладами и научными сообщениями очень известные, а также молодые учёные.",3
"Новизна интернета вещей, как и обычного интернета, заключается в скорости передачи информации и её обработки.",3
"Но памятники культуры восстановить нельзя, потому что они всегда индивидуальны, всегда связаны с определённым временем, с определёнными художниками, архитекторами. Каждый памятник разрушается навсегда, навечно.",3
"Он много делал для Арнольдовского училища глухонемых и помогал им не только материально, но и в учебном процессе, в строительстве и ремонте зданий.",3
"Но когда он приехал, я получил возможность убедиться, что он говорил правду. Я приехал в аэропорт за полчаса до прибытия самолёта из Москвы, чтобы встретить своего друга.",3
"Бейсболки любят не только обычные люди, но и знаменитости. Стивен Спилберг — фанат бейсболок. Знаменитого режиссёра сложно представить без этого аксессуара.",3
"Старику нравился молодой человек, талантливо читавший стихи, игравший на гитаре, певший красивые песни. Ник почти любил старика, давшего ему деньги и возможность почувствовать себя артистом, нравящимся людям.",3
"Однако ЦСКА удалось сравнять счёт до перерыва, что не помогло им одержать победу. В МЧС сообщили о возможном урагане в Москве и Подмосковье в ближайшие два дня.",3
"Факел зажигают, как в Древней Греции, от солнечных лучей, собранных зеркалом. По традиции лучшие спортсмены из разных стран и днём и ночью по очереди несут горящий факел.",3
"Супруги не понимают, зачем им оставаться вместе, ведь они закончили свой главный проект — вырастили детей. В их жизни больше нет общих целей, а найти новые не получается.",3
"С женой они занимаются огородом и ведут маленький бизнес: продают мёд, натуральные продукты питания, специи. Клиентов у Степана не так много, но зато все постоянные, многие покупают оптом.",3
"Том живёт в Санкт-Петербурге уже несколько месяцев. В субботу, когда была хорошая погода, Том решил пойти в Исаакиевский собор. Том давно мечтал побывать в этом соборе.",3
"Затем поселенцы потратили более семи лет, чтобы стать частью системы, и в 2009 году получили официальный статус деревни. Но, по мнению Артемия Позаненко, обычной деревней «Ковчег» не стал.",3
"Большинство населения России проживает в треугольнике, вершинами которого являются Санкт-Петербург на севере, Сочи на юге и Иркутск на востоке.",3
"Российская система образования включает в себя несколько уровней, а также различные формы обучения и типы учебных заведений. В государственных учебных заведениях обучение бесплатное, а в негосударственных — платное.",3
"Расстояние от города до Северного полюса составляет 1,5 тысячи километров. Средняя температура воздуха в январе -30 °C, в июле — +1 °C.",3
"До недавнего времени считали, что экологией должны заниматься только биологи. Действительно, они лучше других знают, какими должны быть окружающая среда и условия жизни человека, растений и животных.",3
"Вокзал стал важным местом для людей, приезжающих в незнакомый город. А для местных жителей вокзал был, с одной стороны, привычным местом, а с другой стороны — источником новостей.",3
"По старой русской традиции на Масленицу катаются на лошадях, на знаменитой русской тройке; катаются на санках, на лыжах, на коньках; устраивают спортивные соревнования и шумные, весёлые игры.",3
"На фронт уходили мужчины и женщины, пожилые и совсем молодые люди. Все они воевали с одним желанием — победить любой ценой. «Ни шагу назад!» — так говорили солдаты на фронте.",3
Из-за частых землетрясений и цунами для Японии этот вариант не всегда хорош. Японцы нашли выход из этой ситуации — построить города на воде! Первый такой город — проект «Плавучая зелень».,3
"С согласия брата, жившего в Москве, она стала руководить работой завода. Дела пошли хорошо, и материальное положение семьи поправилось.",3
"Раньше отношения на расстоянии чаще всего начинались в долгих командировках, во время учёбы или были продолжением курортных романов.",3
Сейчас «Лебединое озеро» — это визитная карточка русского балета. Этот спектакль вы найдёте в репертуаре любого театра балета в России.,3
"Специалисты считают, что человек тогда хорошо освоил ролики, если он выучил основные приёмы катания: торможение, поворот, разворот, езду спиной. С тренером на это уйдёт занятий четыре-пять.",3
"Сравнивая свойства элементов, Менделеев заметил, что они периодически повторяются и зависят от величины их атомного веса. На основе открытого им Периодического закона Менделеев составил Периодическую таблицу химических элементов.",3
"Существует научная теория, которая объясняет, почему появилось это новое поколение. По этой теории в самые сложные моменты истории человечества на Земле появляется новая цивилизация. Дети Индиго — её представители.",3
Она уехала с ними в деревню и через семь лет второй раз вышла замуж за генерала Ланского. В этом браке у неё родились ещё три дочери.,3
"Иногда Фридриха информировали, что философу не нравится корректировать неудачные стихи прусского короля. Но главной причиной их ссоры стала история с президентом Берлинской академии наук де Мопертюи.",3
"Сейчас Наталья снова много работает, но она всегда говорит, что любовь и ребёнок для неё гораздо важнее карьеры. В жизни Натальи Водяновой есть ещё одно серьёзное дело.",3
С 2001 года в российских школах проводится эксперимент: ученик вместо традиционных выпускных (устных и письменных) экзаменов сдаёт единый государственный экзамен — ЕГО. ЕГО — это письменные тесты по всем предметам.,3
"Это помогает людям осознанно подходить к появлению в доме животного. В России работают несколько благотворительных организаций, которые помогают бездомным животным.",3
"Когда день хороший, я вижу много детей, которые бегают и играют на детских площадках, и родителей, которые наблюдают за ними.",3
"В семье Ломоносовых было трое детей, но двое из них умерли в раннем возрасте, а дочь Елена жила с родителями.",3
"«Современные женщины, как правило, работают. Многие любят работу и гордятся своими успехами. Но не слишком ли много работают сегодня женщины?»",3
"По словам Гагарина, всё вдруг стало легче делать. В невесомости человек висит в кабине и как бы плавает в ней.",3
"А британская галерея Tate удивила посетителей сайта, сделав громкий интерактивный проект «После наступления темноты». Благодаря ему каждый, кто посещал страницу музея, мог «пройти» по выставочным залам ночью.",3
"Так, Гуттенберг мог напечатать и газету, и журнал, так как каждая страница печатного текста могла стать также выпуском газеты.",3
"С согласия брата, жившего в Москве, она стала руководить работой завода. Дела пошли хорошо, и материальное положение семьи поправилось.",3
"Бейсболки вошли в нашу жизнь и остались в ней навсегда. Эта простая, но практичная вещь пришлась по вкусу всем: детям и взрослым, простым людям, знаменитостям и даже президентам.",3
"Компромиссный вариант здесь — утренняя зарядка. Занимаясь ею 10-15 минут в день, мы держим себя в форме минимум до обеда.",3
В следующем году он решил выполнить новый челлендж — научиться говорить по-китайски за 1000 часов! Пожелайте Ивану удачи.,3
"Сегодня его имя носит город, который расположен недалеко от Москвы: от центра столицы до этого города всего 23 км.",3
"Том посмотрел вокруг: впереди, сзади, справа, слева — везде были красивые иконы. Потом Том решил подняться на колоннаду собора.",3
"В выходной день в соборе было много туристов: одни поднимались вверх, другие спускались вниз. Том тоже поднялся вверх.",3
"Влияют ли современные технологии на наш интеллект? Ведь их частое использование приводит к тому, что люди перестают думать самостоятельно.",3
"Несмотря на всё это, зимой 1597-ого года сам Баренц заболел цингой, от которой он умер. Эта экспедиция стала последней голландской попыткой поиска северного пути в Азию.",3
В России особенно популярны традиционная русская баня и финская сауна. Главные отличия между ними — в температуре и влажности воздуха. В традиционной русской бане обычно есть предбанник и парилка.,3
"Сейчас очень популярны новые балетные направления: модерн, постмодерн и другие. Существуют спектакли, в которых танцуют под поп-, рок-, панк- и другие музыкальные направления. А БАЛЕТ — ЭТО НЕ СТАРОМОДНО?",3
"Но делать это космонавты должны рядом с вентиляцией: никто не будет рад, если волосы будут летать везде. На самоизоляции мы привыкли заказывать еду из ресторанов, кафе и магазинов.",3
"Ещё из теста делают пельмени, блины и домашнюю лапшу. На русском столе всегда было много мяса. Русские едят и свинину, и говядину, и телятину, и баранину.",3
"С 17 лет я путешествовал по миру: работал официантом и поваром в Австралии, Нью-Йорке, Майами, Лондоне, Греции и Испании. Каждая страна — это разные ментальности, поэтому приходилось адаптироваться.",3
"Ответ они не получили и отправили ему ещё несколько электронных писем. Снова не было никакого ответа. Тогда американцы поехали прямо домой к Перельману, который живёт на окраине Санкт-Петербурга.",3
В России особенно популярны были постановки Василия Вайнонена в Санкт-Петербурге и Юрия Григоровича в Москве.,3
"Среднее образование в России является обязательным и бесплатным. Обычно в системе школьного образования выделяют три уровня: начальные классы, средние и старшие. В первый класс дети идут в 6–8 лет.",3
"По образу жизни, по мышлению, по составу населения, по демографической структуре они коренным образом отличаются от деревни. Юридически они деревня, а в остальном ничем на обычную деревню не похожи».",3
"После полёта Гагарин тренировался по программе нового космического корабля, учился в Военно-воздушной академии, готовил к стартам новых космонавтов, воспитывал дочерей. Юрий Гагарин трагически погиб в авиационной катастрофе 27 марта 1968 года.",3
"Шаг за шагом роботы получают всё больше интеллектуальных навыков. Они учатся понимать эмоции и реагировать на них. Роботы занимаются спортом, выигрывают шахматные турниры, получают гражданство и устраиваются на работу.",3
"А в день новоселья можно не только весело провести время с друзьями, но и познакомиться с новыми соседями.",3
"С тех пор в России появилась традиция 25 января, в Татьянин день, праздновать День студентов. Официальное торжественное открытие Университета состоялось 7 мая 1755 года.",3
Её протяжённость составляет 3690 километров. Самые длинные реки России (и одни из крупнейших в мире) — Лена (протяжённость 4400 км) и Обь (протяжённость 3650 км).,3
"К традиционным средствам массовой информации (газеты, журналы, книжные издательства, агентства печати) некоторые исследователи относят и социальные сети («ВКонтакте», «Одноклассники», Facebook, Twitter).",3
"Напротив этого здания — памятник основателю Москвы Юрию Долгорукому. Князь Юрий Долгорукий на могучем коне показывает рукой место, где будет строиться город.",3
"Жители разных городов пользуются разными видами транспорта. Например, на улицах Пекина и Ханоя можно увидеть море велосипедов. Это студенты, школьники и служащие едут на работу и учёбу.",3
"Чаще купаться в реке, в озере, в море. Зимой обтираться на улице снегом. Делать зарядку, ходить пешком. Не давать себе покоя, получать удовольствие от труда и познания.",3
"Это дети, которые откроют людям дверь в другой мир, когда можно будет работать не руками, а только головой.",3
"Он работал вместе с отцом и братом Сергеем. Они строили фабрики, на которых было занято несколько тысяч человек.",3
"Конечно, жизнь женщины трудна, часто очень трудна, и всё-таки никто не может лишить её права заниматься любимым делом.",3
"Первое мая здесь — важнейший государственный праздник. Рабочие, участвовавшие в революции, первыми в мире успешно смогли защитить свои права, поэтому большие демонстрации проходят во всех городах ежегодно.",3
"После этого Королёв решил, что обязательно построит ракету, которая полетит к звёздам. И он сделал это. В 1961 году Юрий Гагарин стал первым человеком, совершившим космический полёт.",3
"Когда к ним подошла одна из лётчиц, они не поверили, что эта стройная девушка небольшого роста может быть военным пилотом.",3
"Шишки этого дерева были символом жизни и здоровья. (4) В указе Петра Первого «О праздновании Нового года» речь шла о деревьях вообще, а не только о ёлке.",3
"Например, в центре Берлина уже действует «Окно в прошлое». Перед зрителями открывается 3D-панорама знаменитой Берлинской стены, а также фрагменты исторических хроник.",3
"Благодаря этому люди получат больше времени на решение сложных творческих задач. Но вместе с этим сократится количество рабочих мест, а использование умных технологий потребует новых умений.",3
